Artist_Name,Track_Name,Class,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Mode,Liveness,Valence,Tempo_bpm,Duration_ms,Time_Signature
Lera Lynn,Shape Shifter,2,Blues,34.0,0.805,0.684,-8.304,0.0295,0.00601,0,0.12,0.962,130.042,231227.0,4
Icon For Hire,Brittle,10,Rock,53.0,0.623,0.881,-4.633,0.0511,0.00247,0,0.132,0.238,145.975,208500.0,4
Junior Mesa,All Or Nothin,9,Pop,45.0,0.606,0.63,-7.867,0.0603,0.237,0,0.149,0.707,74.982,148083.0,4
Dro Kenji,Kill Cupid,5,HipHop,62.0,0.77,0.58,-6.371,0.0461,0.0136,1,0.111,0.202,115.98,249475.0,4
Carlos Cipa,Surges (variation),1,Alt Music,47.0,0.41,0.0123,-29.161,0.0419,0.993,0,0.0871,0.0355,119.505,320000.0,4
Ulver,Ulvsblakk,8,Metal,36.0,0.589,0.358,-9.943,0.0348,0.752,0,0.107,0.1,117.011,416157.0,4
Wind on Tin,Jess Williamson,0,Acoustic/Folk,33.0,0.576,0.451,-9.024,0.0275,0.415,0,0.128,0.302,109.98,3.108483333,4
Maximillian,Love Like This,9,Pop,60.0,0.696,0.488,-8.398,0.0489,0.273,1,0.594,0.425,140.181,167289.0,4
Black Stone Cherry,Me and Mary Jane,10,Rock,49.0,0.458,0.931,-3.806,0.111,0.0014,0,0.135,0.695,84.954,248147.0,4
lentra,o shit!,6,Indie,55.0,0.829,0.631,-7.876,0.106,0.875,1,0.109,0.792,106.863,136822.0,4
The Fall of Troy,Mouths Like Sidewinder Misssles,10,Rock,46.0,0.383,0.883,-4.854,0.0978,0.0057,1,0.21,0.392,123.9,224347.0,4
Caspr,Coke Nose,5,HipHop,3.0,0.668,0.645,-5.986,0.0483,0.0131,0,0.138,0.424,155.013,164118.0,4
The Sweetgreens,Moon River,7,Instrumental,59.0,0.601,0.0371,-25.963,0.0399,0.885,0,0.0991,0.121,112.603,3.225216667,4
Noa Faran,The Rumour,5,HipHop,12.0,0.854,0.628,-6.359,0.13,0.427,0,0.15,0.619,99.972,162147.0,4
Jade Like The Stone,Fire In The Blood - Live Masterlink Session,10,Rock,16.0,0.604,0.462,-9.875,0.0394,0.455,0,0.0801,0.565,86.025,257430.0,4
Catatonia,Mulder and Scully,6,Indie,49.0,0.512,0.813,-5.294,0.0428,0.0299,0,0.0765,0.597,108.798,251266.0,4
Dashboard Confessional,Vindicated,10,Rock,54.0,0.513,0.811,-3.391,0.0348,0.0272,1,0.0855,0.323,86.012,201347.0,4
Fifty Foot Hose,If Not This Time,2,Blues,25.0,0.297,0.617,-9.132,0.0338,0.268,1,0.112,0.345,171.977,218667.0,4
Tai Verdes,DRUGS,9,Pop,67.0,0.868,0.449,-7.713,0.0694,0.107,1,0.631,0.746,106.852,159547.0,4
Larry Tee,Licky (Work It Out) - Herv√© Goes Low Remix,1,Alt Music,18.0,0.943,0.891,-3.567,0.366,0.0477,1,0.0704,0.679,125.959,359987.0,4
The Bright Light Social Hour,Sun King,6,Indie,40.0,0.556,0.683,-9.149,0.0374,0.101,0,0.229,0.694,101.006,190135.0,4
The Sleepy Jackson,Good Dancers,1,Alt Music,44.0,0.529,0.841,-4.724,0.0301,0.0426,0,0.144,0.725,111.997,252133.0,4
King Gizzard & The Lizard Wizard,Automation,6,Indie,50.0,0.375,0.661,-7.113,0.0362,2.29e-05,0,0.23,0.512,91.611,209804.0,4
Edwin McCain,T.C.B. or T.Y.A.,10,Rock,34.0,0.74,0.958,-2.236,0.154,0.251,1,0.213,0.83,104.069,218507.0,4
BTS,Dynamite,9,Pop,89.0,0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,114.044,199054.0,4
Ustad Raees Khan,Hans Dhuni,0,Acoustic/Folk,25.0,0.508,0.65,-9.123,0.0286,0.404,1,0.0664,0.173,99.925,3.987,4
The Used,Cathedral Bell,10,Rock,38.0,0.424,0.57,-7.031,0.159,0.00278,0,0.311,0.495,180.043,184707.0,1
Steven Wilson,PERSONAL SHOPPER,10,Rock,46.0,0.594,0.639,-12.519,0.0346,0.0546,1,0.112,0.218,124.997,589307.0,4
Hadag Nahash,◊©◊û◊©,5,HipHop,43.0,0.551,0.68,-6.866,0.0383,0.441,0,0.409,0.387,79.979,214756.0,4
Brant Bjork,Chocolatize,10,Rock,34.0,0.364,0.911,-7.905,0.0419,0.0385,0,0.204,0.68,102.666,154976.0,4
Bone Crusher,Never Scared (feat. Killer Mike & T.I.) - Club Mix,5,HipHop,57.0,0.586,0.927,-4.077,0.194,0.00924,0,0.344,0.528,73.023,316133.0,4
Pearl Jam,Amongst The Waves,10,Rock,50.0,0.558,0.747,-6.07,0.0319,0.00371,1,0.142,0.558,127.102,238880.0,4
Geva Alon,Hungry,6,Indie,16.0,0.56,0.307,-10.425,0.0322,0.8,0,0.128,0.226,125.07,196200.0,4
Greta Van Fleet,Age Of Man,10,Rock,56.0,0.46,0.601,-5.486,0.0304,0.0377,0,0.0954,0.247,136.912,366187.0,4
AURORA,Runaway,1,Alt Music,89.0,0.422,0.302,-9.214,0.0372,0.629,1,0.104,0.123,114.089,248827.0,4
Reminisce,Ogaranya,9,Pop,46.0,0.794,0.742,-6.497,0.103,0.0352,0,0.124,0.657,100.002,192888.0,4
Def Leppard,High 'N' Dry (Saturday Night),10,Rock,45.0,0.525,0.897,-7.373,0.0389,0.0251,1,0.131,0.88,121.427,206550.0,4
Lucy Dacus,Forever Half Mast,1,Alt Music,38.0,0.616,0.461,-10.313,0.0263,0.135,1,0.124,0.333,109.985,242488.0,4
Naia Izumi,Soft Spoken,1,Alt Music,36.0,0.365,0.309,-12.458,0.0888,0.156,0,0.0642,0.531,176.19,264000.0,3
Rami Fortis,◊ê◊™ ◊ú◊ê,10,Rock,19.0,0.569,0.753,-6.946,0.0376,0.00189,1,0.619,0.376,94.289,206267.0,4
Nill,Control,1,Alt Music,47.0,0.561,0.777,-6.81,0.374,0.01,0,0.752,0.489,119.952,208109.0,4
Liran Danino,◊¶◊û◊ê◊î ◊ú◊ê◊î◊ë◊î,9,Pop,48.0,0.645,0.494,-7.887,0.0357,0.525,1,0.188,0.516,124.98,207536.0,4
Tupperwave,Happy,6,Indie,32.0,0.652,0.651,-7.578,0.0801,0.0593,1,0.108,0.416,94.982,176849.0,4
Sodhivine,Sitar Flex,0,Acoustic/Folk,12.0,0.699,0.662,-6.464,0.0364,0.00954,1,0.107,0.224,101.997,2.2353,4
Shlomo Artzi,◊¢◊ú◊ê◊©,10,Rock,34.0,0.53,0.45,-8.875,0.0376,0.75,0,0.189,0.35,166.493,198133.0,3
tiLLie,loud mouth,10,Rock,38.0,0.585,0.891,-4.431,0.176,0.036,1,0.0671,0.727,162.096,206216.0,4
Drenge,We Can Do What We Want,10,Rock,33.0,0.442,0.957,-5.12,0.0584,8.66e-05,1,0.108,0.374,95.006,176547.0,4
311,Good Feeling,10,Rock,55.0,0.687,0.898,-3.926,0.0464,0.00127,0,0.0743,0.436,100.014,203913.0,4
Advaita,Spinning,0,Acoustic/Folk,20.0,0.543,0.442,-12.003,0.0259,0.839,1,0.148,0.388,110.036,6.656,4
Tame Impala,Breathe Deeper,6,Indie,68.0,0.664,0.848,-4.51,0.0322,0.0245,0,0.172,0.502,104.998,372867.0,4
Dodgy,Staying Out For The Summer,6,Indie,26.0,0.36,0.852,-7.294,0.0576,0.0121,1,0.246,0.698,143.689,185267.0,4
Tombs,The Hunger,8,Metal,19.0,0.577,0.919,-7.437,0.0428,0.000162,1,0.161,0.432,125.062,269867.0,4
The Lightning Seeds,Lucky You,6,Indie,50.0,0.572,0.857,-9.845,0.037,0.00341,0,0.155,0.671,133.893,259667.0,4
Carol,Comfort Me,6,Indie,24.0,0.462,0.248,-13.261,0.0306,0.842,0,0.0723,0.116,106.439,267065.0,3
"Bickram Ghosh, Kala Ramnath, Barry Phillips",Yatra,0,Acoustic/Folk,21.0,0.613,0.487,-10.833,0.0473,0.788,1,0.104,0.477,90.029,6.377783333,4
Omer Adam,◊ë◊°◊ï◊£ ◊î◊õ◊ú ◊ó◊ï◊ú◊£,9,Pop,38.0,0.432,0.347,-9.219,0.0299,0.802,1,0.0751,0.463,96.005,211693.0,4
Eden Ben Zaken,Se√±orita,9,Pop,36.0,0.662,0.505,-10.236,0.0547,0.175,1,0.0474,0.337,113.011,212711.0,4
System Of A Down,Sugar,10,Rock,70.0,0.451,0.889,-2.693,0.261,0.00167,1,0.258,0.586,131.073,153800.0,4
Nicki Minaj,Seeing Green (with Drake & Lil Wayne),5,HipHop,80.0,0.573,0.867,-2.876,0.168,0.0853,0,0.38,0.231,74.861,339506.0,4
Atrey,"Dark Prince, Pt. 3",6,Indie,46.0,0.694,0.831,-7.963,0.0448,0.000868,1,0.653,0.101,101.989,228028.0,4
Samantha Fish,Dirty,2,Blues,30.0,0.608,0.458,-9.11,0.0456,0.783,1,0.125,0.3,156.088,207307.0,4
Sparrow & Bird,Litania,7,Instrumental,57.0,0.531,0.0282,-20.689,0.0337,0.596,1,0.114,0.157,94.739,3.919583333,4
"Geeta Dutt, Kishore Kumar",De Bhi Chuke Hum Dil Nazrana,3,Bollywood,2.0,0.644,0.315,-9.071,0.252,0.903,1,0.107,0.917,129.623,3.316216667,4
Jean Loup,Torino,10,Rock,22.0,0.556,0.753,-7.7,0.0464,0.000508,0,0.0926,0.391,134.859,251373.0,4
Beastie Boys,Sure Shot,1,Alt Music,57.0,0.692,0.799,-7.924,0.164,0.388,1,0.301,0.549,97.978,199667.0,4
Itay Levi,◊î◊ï◊ú◊õ◊™ ◊ô◊ó◊§◊î,9,Pop,41.0,0.712,0.537,-7.144,0.0562,0.429,1,0.107,0.556,112.041,192313.0,4
Eden Hason,◊©◊ï◊©◊†◊ô◊ù ◊¢◊¶◊ï◊ë◊ï◊™ (◊ô◊©◊®◊ê◊ú ◊ë◊ô◊ì◊ï◊®),9,Pop,56.0,0.571,0.442,-10.914,0.0429,0.746,0,0.0997,0.308,140.027,209143.0,3
The Orphan The Poet,The Moxie,1,Alt Music,45.0,0.673,0.782,-5.456,0.0817,0.00166,1,0.341,0.883,135.082,163333.0,4
Jay Prince,THE WORD,5,HipHop,43.0,0.391,0.612,-8.569,0.134,0.579,0,0.103,0.515,80.751,232476.0,4
Coldplay,The Scientist,9,Pop,83.0,0.557,0.442,-7.224,0.0243,0.731,1,0.11,0.213,146.277,309600.0,4
Beartooth,Hated,8,Metal,62.0,0.458,0.99,-3.717,0.183,0.000285,1,0.454,0.46,166.904,211430.0,4
Widespread Panic,Climb to Safety,10,Rock,47.0,0.484,0.882,-4.456,0.0482,0.14,1,0.124,0.777,105.063,281640.0,4
The Paul Butterfield Blues Band,Everything's Gonna Be Alright,10,Rock,23.0,0.592,0.745,-8.249,0.0719,0.662,1,0.245,0.93,138.002,178760.0,4
The Milkshakes,Ida Honey (Tell Me You'll Be Mine),2,Blues,12.0,0.474,0.683,-7.219,0.092,0.528,0,0.197,0.834,118.71,135400.0,4
Beck,Where It's At - Album Version W/ Intro,10,Rock,46.0,0.673,0.673,-7.407,0.0582,0.243,1,0.089,0.544,96.959,329800.0,4
Madonna,Like a Virgin - Live,9,Pop,39.0,0.599,0.911,-5.715,0.0367,0.00553,0,0.561,0.382,121.911,4.216216667,4
The Big Moon,Your Light,1,Alt Music,54.0,0.595,0.714,-8.9,0.0277,0.00378,1,0.242,0.399,128.011,307076.0,4
COOL BOY,The Weekend,6,Indie,27.0,0.432,0.588,-11.736,0.0512,0.089,1,0.19,0.378,171.909,199206.0,4
Stealers Wheel,Stuck In The Middle With You,10,Rock,72.0,0.82,0.575,-9.144,0.0408,0.0936,1,0.109,0.964,123.765,208947.0,4
The Runaways,Cherry Bomb,10,Rock,68.0,0.501,0.813,-8.192,0.0639,0.0455,1,0.131,0.495,136.59,138707.0,4
Lady A,Do Yo Thang,2,Blues,12.0,0.853,0.721,-7.227,0.26,0.261,1,0.0867,0.623,120.059,205600.0,4
Vivi Vulture,Home Workout VHS,6,Indie,32.0,0.685,0.738,-7.293,0.0425,0.0483,0,0.0714,0.663,112.481,164000.0,4
"B Praak, Tanishk Bagchi","Baras Baras (From ""Durgamati - The Myth"")",3,Bollywood,54.0,0.493,0.402,-6.629,0.0309,0.619,1,0.0629,0.431,155.57,3.335916667,4
Corvus Corax,Hugin & Munin,8,Metal,42.0,0.43,0.757,-7.973,0.0514,0.303,0,0.158,0.288,132.019,311760.0,4
Mason Murphy,Crossroads,2,Blues,18.0,0.698,0.774,-5.144,0.0654,0.0887,1,0.117,0.531,90.033,141333.0,4
Pras,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & M√Ωa),5,HipHop,68.0,0.818,0.653,-8.396,0.204,0.0335,1,0.22,0.533,99.931,261133.0,4
Superbloom,Whatever,1,Alt Music,36.0,0.385,0.972,-3.816,0.0648,0.000193,0,0.302,0.398,141.041,186635.0,4
Classic Jack,Tunnel Vision,8,Metal,43.0,0.352,0.936,-5.135,0.177,5.38e-05,1,0.0851,0.473,199.988,169800.0,4
Conor Oberst,Air Mattress,10,Rock,23.0,0.385,0.944,-3.819,0.0946,0.0148,1,0.16,0.717,153.68,133947.0,4
MWM,Time To Go,6,Indie,34.0,0.671,0.748,-9.591,0.059,0.00685,0,0.104,0.0794,105.008,288000.0,4
"Jill Andrews, Seth Avett",I'm so in Love with You (feat. Seth Avett),0,Acoustic/Folk,45.0,0.527,0.15,-10.357,0.0302,0.876,1,0.125,0.269,93.048,3.7828,4
Uneven Structure,Hero,8,Metal,31.0,0.354,0.906,-7.683,0.0951,0.000358,1,0.917,0.303,149.901,282493.0,1
H.E.R.,I Can't Breathe,5,HipHop,64.0,0.703,0.705,-6.676,0.34,0.135,0,0.0611,0.601,138.227,287322.0,4
Jordan Rakei,Wind Parade,1,Alt Music,54.0,0.653,0.573,-10.629,0.0352,0.344,0,0.0783,0.711,96.01,288640.0,4
Crazy Lixx,Blame It On Love,10,Rock,39.0,0.444,0.981,-2.277,0.0548,0.00143,0,0.345,0.4,124.019,245573.0,4
Coldplay,We Never Change,10,Rock,60.0,0.433,0.288,-10.801,0.0296,0.535,0,0.105,0.131,136.939,249400.0,3
Joy Oladokun,Bigger Man (with Maren Morris),9,Pop,63.0,0.449,0.313,-10.328,0.0272,0.658,1,0.116,0.211,157.864,186987.0,3
LaSalle Street Trio,When Sunny Gets Blue,7,Instrumental,51.0,0.585,0.131,-21.178,0.0341,0.964,1,0.113,0.285,76.121,5.294683333,4
Loverground,Be Patient,6,Indie,52.0,0.688,0.462,-13.723,0.032,0.224,1,0.0987,0.35,114.036,216794.0,4
Phora,This Weekend (feat. Ty Dolla $ign),5,HipHop,57.0,0.646,0.517,-8.991,0.341,0.388,1,0.11,0.501,97.818,221575.0,4
Haunted Shores,Harrison Fjord,8,Metal,34.0,0.44,0.984,-6.091,0.112,2.84e-06,1,0.156,0.0382,104.979,311986.0,4
Reach NYC,Back From The Dead,10,Rock,40.0,0.544,0.991,-4.266,0.0682,0.000152,1,0.182,0.322,97.781,223731.0,4
Lola Scott,The Eviction Song,9,Pop,15.0,0.441,0.651,-6.938,0.0398,0.0845,1,0.164,0.383,175.924,179792.0,4
Kati Ran,Blodbylgje,8,Metal,42.0,0.112,0.404,-13.954,0.0414,0.871,0,0.345,0.066,74.13,922218.0,4
The Score,Revolution,10,Rock,69.0,0.574,0.833,-6.239,0.0563,0.0611,0,0.105,0.574,86.008,231987.0,4
Arch Echo,To the Moon,8,Metal,37.0,0.479,0.979,-3.362,0.102,2.68e-05,1,0.318,0.495,108.376,252933.0,4
VTSS,To Whom All Lovers,1,Alt Music,32.0,0.705,0.804,-10.024,0.0815,0.181,1,0.0951,0.319,115.008,378192.0,4
The Last Dinosaur,Wholeness and the Implicate Order,1,Alt Music,28.0,0.208,0.564,-14.699,0.197,0.102,0,0.0871,0.299,96.774,346387.0,4
My Chemical Romance,Welcome to the Black Parade,10,Rock,77.0,0.217,0.905,-4.103,0.0752,0.000289,1,0.222,0.236,96.95,311107.0,4
The Killers,Shot At The Night,10,Rock,64.0,0.51,0.802,-4.903,0.0561,0.0917,1,0.109,0.24,185.927,242507.0,4
Black Paisley,Save the Best,10,Rock,27.0,0.432,0.777,-6.229,0.0354,2.38e-05,0,0.319,0.413,145.011,233468.0,4
Xile,So Much for Love,8,Metal,28.0,0.304,0.968,-1.509,0.17,0.000156,1,0.156,0.352,159.457,175413.0,4
Hidden In Plain View,Bleed for You,10,Rock,44.0,0.384,0.874,-2.533,0.0378,0.000124,1,0.245,0.267,95.055,230920.0,4
Abiotic,Smoldered,8,Metal,20.0,0.261,0.935,-10.595,0.109,2.26e-05,1,0.0743,0.221,143.92,312271.0,4
Sanford Clark,The Fool,10,Rock,39.0,0.616,0.539,-9.339,0.0283,0.139,1,0.096,0.831,75.486,166000.0,4
Frances Forever,Space Girl,9,Pop,3.0,0.67,0.398,-9.14,0.0306,0.319,1,0.38,0.219,125.983,3.85715,4
Julia Jacklin,"to Perth, before the border closes",1,Alt Music,52.0,0.589,0.274,-12.442,0.031,0.302,1,0.107,0.23,95.666,176733.0,4
Gaye Su Akyol,Meftunum Sana,10,Rock,42.0,0.463,0.638,-10.456,0.0359,0.114,1,0.289,0.144,102.063,256861.0,4
Urban Dance Squad,Good Grief,10,Rock,38.0,0.449,0.936,-5.554,0.185,0.0438,1,0.246,0.458,189.771,264307.0,4
Adele,Rolling in the Deep,9,Pop,77.0,0.73,0.769,-5.114,0.0298,0.138,1,0.0473,0.507,104.948,228093.0,4
Stone Sour,Wicked Game - Acoustic; Live,10,Rock,67.0,0.561,0.337,-9.272,0.0284,0.644,1,0.67,0.273,109.373,267253.0,4
The Cribs,Never Thought I'd Feel Again,6,Indie,32.0,0.374,0.973,-2.406,0.0876,0.00495,1,0.34,0.458,134.159,249392.0,4
Ministry,Lay Lady Lay,8,Metal,45.0,0.409,0.788,-5.209,0.0316,3.21e-06,0,0.526,0.324,146.005,344600.0,4
Stereophonics,All In One Night,10,Rock,54.0,0.569,0.668,-6.109,0.0266,0.134,0,0.0855,0.714,83.015,317187.0,4
The Charlie Daniels Band,The Devil Went Down to Georgia,4,Country,60.0,0.517,0.535,-12.027,0.0494,0.131,1,0.085,0.933,135.087,3.58445,4
Kayzo,Tormenta,10,Rock,43.0,0.336,0.947,-2.247,0.0669,0.000731,0,0.917,0.205,150.054,199513.0,4
Godsmack,Awake,10,Rock,66.0,0.395,0.756,-4.12,0.0544,1.74e-05,1,0.319,0.475,112.092,304373.0,4
Jesse Cook,Azul,7,Instrumental,48.0,0.71,0.339,-15.283,0.0389,0.748,0,0.143,0.615,141.989,4.307783333,4
Altin G√ºn,Leyla,6,Indie,43.0,0.462,0.753,-9.086,0.0343,0.0136,1,0.151,0.858,96.44,197754.0,4
Ms. Lauryn Hill,Doo Wop (That Thing),5,HipHop,74.0,0.535,0.505,-8.926,0.245,0.0393,0,0.0923,0.495,99.935,320267.0,4
Doyle Bramhall,Life by the Drop,2,Blues,41.0,0.511,0.686,-5.02,0.0278,0.017,0,0.119,0.309,110.509,185693.0,4
Ezhel,Sakatat,9,Pop,60.0,0.857,0.545,-7.3,0.472,0.487,0,0.337,0.57,107.038,156149.0,4
Parkway Drive,Vice Grip,8,Metal,59.0,0.48,0.988,-3.229,0.0838,3.17e-05,0,0.389,0.252,124.041,263587.0,4
JVC Force,Strong Island,5,HipHop,34.0,0.766,0.902,-6.36,0.0973,0.754,1,0.183,0.958,95.883,359693.0,4
"Vijay Madhur, Sreevani Kakunje",Mohanakalyani Thillana Carnatic fusion,0,Acoustic/Folk,22.0,0.728,0.668,-11.076,0.0491,0.312,0,0.0802,0.409,125.005,3.424,4
Shiruetto,Rock Out,6,Indie,27.0,0.542,0.763,-5.613,0.0915,0.0422,1,0.662,0.377,114.902,159651.0,4
The Cardigans,Erase / Rewind,10,Rock,62.0,0.743,0.697,-6.079,0.0276,0.000504,0,0.106,0.585,103.642,218505.0,4
Lizz Wright,Seems I‚Äôm Never Tired Lovin‚Äô You,2,Blues,45.0,0.412,0.341,-9.178,0.0281,0.861,1,0.108,0.167,109.978,283893.0,3
toe,tremolo+delay,10,Rock,42.0,0.43,0.888,-7.5,0.0398,0.107,0,0.107,0.529,88.834,183293.0,4
"Blood, Sweat & Tears",Spinning Wheel - Live at Woodstock,10,Rock,24.0,0.535,0.426,-13.536,0.0507,0.181,0,0.273,0.631,96.929,296573.0,4
Remi Wolf,Monte Carlo,6,Indie,62.0,0.797,0.625,-4.893,0.0518,0.084,1,0.222,0.883,145.008,143793.0,4
Incubus,A Certain Shade of Green,8,Metal,52.0,0.429,0.978,-4.88,0.126,0.000227,1,0.0583,0.43,121.651,191360.0,4
Tamikrest,Tisnant an Chatma,2,Blues,42.0,0.329,0.887,-5.06,0.0516,0.331,0,0.085,0.565,156.898,290800.0,4
Scarlet Pleasure,What A Life (j'fais ma life) [feat. Suzane],6,Indie,46.0,0.725,0.564,-5.64,0.039,0.499,0,0.074,0.548,113.881,185942.0,4
FEET,Petty Thieving,6,Indie,30.0,0.413,0.884,-3.516,0.0459,0.002,1,0.152,0.443,175.148,241533.0,4
LPB Poody,Batman,5,HipHop,78.0,0.893,0.565,-4.74,0.268,0.0754,1,0.0375,0.808,81.009,156432.0,4
DEVO,Whip It,10,Rock,65.0,0.78,0.869,-7.255,0.0517,0.0744,1,0.0621,0.957,157.902,161133.0,4
Savatage,Believe,8,Metal,41.0,0.272,0.508,-9.564,0.0409,0.0355,1,0.0855,0.118,62.473,342427.0,4
Revolting Cocks,Attack Ships on Fire,8,Metal,34.0,0.649,0.929,-13.082,0.0439,0.0302,1,0.339,0.517,131.711,294384.0,4
Gatlin,Whenever He Asks,9,Pop,36.0,0.535,0.606,-8.637,0.0713,0.357,0,0.194,0.368,176.79,158520.0,3
Strawberry Alarm Clock,Incense And Peppermints,1,Alt Music,45.0,0.473,0.735,-8.921,0.0296,0.0603,1,0.15,0.754,132.506,169800.0,4
Lonely The Brave,Black Mire,10,Rock,32.0,0.225,0.816,-3.495,0.0396,5.11e-06,0,0.127,0.303,77.289,252253.0,4
Super Furry Animals,Golden Retriever,10,Rock,43.0,0.521,0.782,-4.942,0.0349,0.00424,1,0.106,0.641,126.254,145760.0,4
Hamzaa,Write It Down - Acoustic,9,Pop,38.0,0.384,0.297,-6.773,0.0428,0.834,0,0.0876,0.471,82.284,237709.0,4
Ten Thousand Crows,The Moon,8,Metal,34.0,0.382,0.959,-3.131,0.105,2.16e-05,1,0.37,0.0569,170.116,221535.0,4
grandson,In Over My Head,1,Alt Music,60.0,0.582,0.817,-6.475,0.0399,0.0017,1,0.575,0.622,155.124,198366.0,4
The OBGMs,All My Friends,6,Indie,30.0,0.516,0.923,-5.288,0.0345,3.47e-05,1,0.0944,0.541,104.982,200117.0,4
DJ Jazzy Jeff & The Fresh Prince,Boom! Shake the Room,9,Pop,54.0,0.792,0.964,-5.405,0.154,0.0698,1,0.302,0.621,99.771,226200.0,4
The Deviants,Charlie,2,Blues,15.0,0.689,0.494,-17.853,0.0631,0.159,0,0.0935,0.771,111.334,238320.0,4
Delta 5,Mind Your Own Business,1,Alt Music,47.0,0.871,0.61,-7.565,0.239,0.0307,1,0.0674,0.788,134.507,193373.0,4
Bad Flamingo,Dead Man's Hand,2,Blues,27.0,0.676,0.604,-11.483,0.186,0.299,1,0.13,0.813,151.174,221973.0,4
Dudu Tassa,◊î◊ú◊ô◊ú◊î ◊ú◊ê - ◊¢◊ú◊ô◊™ ◊ú◊ô ◊ë◊ñ◊ô◊õ◊®◊ï◊ü,10,Rock,35.0,0.865,0.614,-6.194,0.0749,0.0138,0,0.441,0.869,120.016,230307.0,4
Robert Plant,29 Palms - 2006 Remaster,10,Rock,58.0,0.657,0.658,-8.187,0.0258,0.0882,1,0.136,0.827,116.817,291907.0,4
Polo G,GANG GANG (with Lil Wayne),9,Pop,40.0,0.752,0.563,-8.066,0.209,0.146,0,0.103,0.551,145.05,178776.0,4
Dead Sara,Weatherman,10,Rock,42.0,0.381,0.918,-3.104,0.0849,0.00587,1,0.473,0.344,84.802,261267.0,4
YUNGBLUD,parents,9,Pop,77.0,0.618,0.823,-4.76,0.0447,0.0132,1,0.288,0.58,82.004,171880.0,4
Metallica,King Nothing,8,Metal,57.0,0.527,0.907,-5.772,0.0377,8.39e-05,1,0.0891,0.364,112.089,329760.0,4
Blahzay Blahzay,Danger - Original Mix,5,HipHop,46.0,0.723,0.739,-7.943,0.401,0.403,1,0.365,0.805,177.886,225267.0,4
Seether,Bruised And Bloodied,10,Rock,56.0,0.629,0.88,-4.483,0.0371,7.54e-05,1,0.064,0.454,121.008,217773.0,4
John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,10,Rock,66.0,0.574,0.469,-11.53,0.0403,0.733,1,0.856,0.435,111.378,245693.0,4
The Smashing Pumpkins,Drown,10,Rock,62.0,0.432,0.415,-9.755,0.0357,0.00849,1,0.107,0.189,144.0,270400.0,4
Barns Courtney,Fire,2,Blues,65.0,0.548,0.64,-6.285,0.0306,0.21,0,0.08,0.392,108.326,197520.0,4
Queens of the Stone Age,Feel Good Hit Of The Summer,8,Metal,49.0,0.432,0.642,-7.069,0.0342,0.177,0,0.0936,0.422,165.534,265347.0,4
Arik Einstein,◊©◊ô◊® ◊©◊ú ◊ê◊ó◊®◊ô ◊û◊ú◊ó◊û◊î - ◊ô◊°◊û◊ô◊ü - ◊®◊ô◊û◊ê◊°◊ò◊®◊ô◊†◊í,10,Rock,24.0,0.429,0.4,-10.999,0.0264,0.328,1,0.146,0.446,77.107,229376.0,4
Lauren Auder,Unseen,6,Indie,33.0,0.367,0.637,-6.565,0.0299,0.0521,1,0.129,0.156,74.048,229040.0,4
Kate Stephenson,Exless,9,Pop,59.0,0.51,0.245,-12.5,0.0441,0.694,1,0.127,0.157,133.878,205774.0,5
Johannes Bornlöf,The Joys And Sorrows Of Life,7,Instrumental,41.0,0.295,0.201,-14.954,0.0321,0.912,0,0.102,0.0373,101.923,2.790316667,4
Alma Zohar,Khulat Einaim,10,Rock,28.0,0.61,0.812,-5.289,0.0391,0.393,0,0.344,0.586,94.026,202184.0,4
LILHUDDY,The Eulogy of You and Me,10,Rock,64.0,0.513,0.848,-4.644,0.0676,0.000161,1,0.336,0.394,143.968,183362.0,4
YUNGBLUD,"god save me, but don't drown me out",10,Rock,63.0,0.373,0.871,-3.706,0.0622,0.00115,1,0.4,0.201,127.413,217510.0,4
A Blaze of Feather,Labyrinth - Acoustic,1,Alt Music,31.0,0.219,0.386,-9.066,0.0315,0.643,1,0.101,0.404,161.661,195000.0,4
Blondie,One Way Or Another - Remastered,10,Rock,66.0,0.45,0.914,-5.4,0.0607,0.0305,1,0.152,0.904,162.487,215107.0,4
KALEO,No Good,2,Blues,65.0,0.378,0.925,-3.781,0.185,0.0234,1,0.18,0.584,108.525,234240.0,4
Black Pistol Fire,Pick Your Poison,2,Blues,53.0,0.416,0.79,-5.345,0.0444,0.00714,1,0.0682,0.616,154.051,225053.0,4
Sour Widows,Look the Other Way,10,Rock,30.0,0.536,0.477,-8.999,0.0301,0.889,1,0.106,0.316,159.679,304720.0,4
Ramachandra Murthy,Enna Thavam Seithanai - Instrumental,6,Indie,18.0,0.365,0.512,-11.036,0.0546,0.625,1,0.145,0.457,79.284,257561.0,4
Ghost Killer Track,Tonight (feat. D-Block Europe & OBOY),5,HipHop,69.0,0.673,0.612,-7.419,0.241,0.232,1,0.15,0.306,147.874,215173.0,4
Sanju,Astral,8,Metal,24.0,0.389,0.921,-6.123,0.0871,0.000432,1,0.433,0.276,125.055,225000.0,4
